ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot,source_schedule,Original Category,Original Family,Original Type,Assembly Code,Assembly Description,Depth,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Room Id,Room Number,Room Name,Room Level,Room Area (SF),Room Volume (CF),Room Location X (ft),Room Location Y (ft),Room Location Z (ft)
1087406,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"13""x14""-13""x14""-5""x14""",,,"14""","13""x14""-13""x14""-4 1/2""x14""",,0.72 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3.0,12.556,,,13.0,14.0,Point,-0.071,184.528,25.708,,,,,,,90.0,-0.612,184.258,25.125,0.554,184.799,26.292,-0.029,184.528,25.708,,"Duct Height=14"" | Duct Length 1=3"" | Duct Length 3=8"" | Duct Width 1=13"" | Duct Width 3=5"" | Free Size=13""x14""-13""x14""-4 1/2""x14"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=7"" | Lining Thickness=0"" | Overall Size=13""x14""-13""x14""-4 1/2""x14"" | Size=13""x14""-13""x14""-5""x14"" | Volume=0.72 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1087407,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"13""x14""",,"13""","14""","19' - 8 9/16""",89 SF,,,,,"0""","0""",640 m³/h,640 m³/h,0.00 in-wg,,,,,,,,2.0,12.556,,,13.0,14.0,Curve,-0.071,194.657,25.708,-0.071,184.799,25.708,-0.071,204.514,25.708,,-0.612,184.799,25.125,0.471,204.514,26.292,-0.071,194.657,25.708,,"Additional Flow=0 m³/h | Area=89 SF | Flow=640 m³/h | Free Size=13""x14"" | Height=14"" | Hydraulic Diameter=13"" | Insulation Thickness=0"" | Length=19' - 8 9/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 1 1/2"" | Lower End Top of Insulation Elevation=11' - 3 1/2"" | Overall Size=13""x14"" | Pressure Drop=0.00 in-wg | Size=13""x14"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 1 1/2"" | Upper End Top of Insulation Elevation=11' - 3 1/2"" | Velocity Pressure=0.01 in-wg | Width=13""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1087426,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""","11' - 3 1/2""",11 SF,,,,,"0""","0""",20 m³/h,20 m³/h,0.00 in-wg,,,,,,,,2.0,0.392,,,3.0,3.0,Curve,15.468,179.146,26.083,9.822,179.146,26.083,21.114,179.146,26.083,,9.822,179.021,25.958,21.114,179.271,26.208,15.468,179.146,26.083,,"Additional Flow=0 m³/h | Area=11 SF | Flow=20 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=11' - 3 1/2"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 11 1/2"" | Lower End Top of Insulation Elevation=11' - 2 1/2"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 11 1/2"" | Upper End Top of Insulation Elevation=11' - 2 1/2"" | Velocity Pressure=0.00 in-wg | Width=3""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1087433,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x13""-12""x13""-3""x13""",,,"13""","12""x13""-12""x13""-3""x13""",,0.47 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3.0,12.556,,,12.0,13.0,Point,-0.071,179.146,25.708,,,,,,,90.0,-0.571,178.937,25.167,0.513,179.354,26.25,-0.029,179.146,25.708,,"Duct Height=13"" | Duct Length 1=3"" | Duct Length 3=7"" | Duct Width 1=12"" | Duct Width 3=3"" | Free Size=12""x13""-12""x13""-3""x13"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=6"" | Lining Thickness=0"" | Overall Size=12""x13""-12""x13""-3""x13"" | Size=12""x13""-12""x13""-3""x13"" | Volume=0.47 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1087434,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x13""",,"12""","13""","4' - 9 5/8""",20 SF,,,,,"0""","0""",640 m³/h,640 m³/h,0.00 in-wg,,,,,,,,2.0,12.556,,,12.0,13.0,Curve,-0.071,181.756,25.708,-0.071,184.157,25.708,-0.071,179.354,25.708,,-0.571,179.354,25.167,0.429,184.157,26.25,-0.071,181.756,25.708,,"Additional Flow=0 m³/h | Area=20 SF | Flow=640 m³/h | Free Size=12""x13"" | Height=13"" | Hydraulic Diameter=12"" | Insulation Thickness=0"" | Length=4' - 9 5/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 2"" | Lower End Top of Insulation Elevation=11' - 3"" | Overall Size=12""x13"" | Pressure Drop=0.00 in-wg | Size=12""x13"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 2"" | Upper End Top of Insulation Elevation=11' - 3"" | Velocity Pressure=0.01 in-wg | Width=12""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1087453,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"14""x14""",,"14""","14""","8' - 5 7/8""",40 SF,,,,,"0""","0""",850 m³/h,850 m³/h,0.00 in-wg,,,,,,,,2.0,16.676,,,14.0,14.0,Curve,28.798,202.934,25.708,28.798,198.689,25.708,28.798,207.179,25.708,,28.215,198.689,25.125,29.382,207.179,26.292,28.798,202.934,25.708,,"Additional Flow=0 m³/h | Area=40 SF | Flow=850 m³/h | Free Size=14""x14"" | Height=14"" | Hydraulic Diameter=14"" | Insulation Thickness=0"" | Length=8' - 5 7/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 1 1/2"" | Lower End Top of Insulation Elevation=11' - 3 1/2"" | Overall Size=14""x14"" | Pressure Drop=0.00 in-wg | Size=14""x14"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 1 1/2"" | Upper End Top of Insulation Elevation=11' - 3 1/2"" | Velocity Pressure=0.01 in-wg | Width=14""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1088861,Air Terminals,Supply Diffuser,8x8 Connection 4,L 0,,Mechanical Supply Air 4,Supply Air,,,"4""x4""",,"4""","4""",,1 SF,0.09 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1.0,0.294,,,4.0,4.0,Point,22.678,179.321,11.0,,,,,,,0.0,21.578,178.221,11.0,23.778,180.421,11.333,22.678,179.321,11.167,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=4"" | Duct Width=4"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.09 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1092863,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"14""x14""",,"14""","14""","1' - 3 5/32""",6 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2.0,,,,14.0,14.0,Curve,73.918,197.715,26.193,73.918,197.715,25.562,73.918,197.715,26.824,,73.334,197.132,25.562,74.501,198.299,26.824,73.918,197.715,26.193,,"Additional Flow=0 m³/h | Area=6 SF | Flow=0 m³/h | Free Size=14""x14"" | Height=14"" | Hydraulic Diameter=14"" | Insulation Thickness=0"" | Length=1' - 3 5/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=40' - 6 3/4"" | Lower End Top of Insulation Elevation=40' - 6 3/4"" | Overall Size=14""x14"" | Pressure Drop=0.00 in-wg | Size=14""x14"" | Size Lock=False | Upper End Bottom of Insulation Elevation=41' - 9 7/8"" | Upper End Top of Insulation Elevation=41' - 9 7/8"" | Velocity Pressure=0.00 in-wg | Width=14""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1092924,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,77.791,194.916,9.833,,,,,,,0.0,76.691,193.816,9.833,78.891,196.016,10.167,77.791,194.916,10.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1093091,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,99.109,194.916,9.833,,,,,,,0.0,98.009,193.816,9.833,100.209,196.016,10.167,99.109,194.916,10.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1093192,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,81.548,194.916,9.833,,,,,,,0.0,80.448,193.816,9.833,82.648,196.016,10.167,81.548,194.916,10.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1093279,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,91.102,194.916,9.833,,,,,,,0.0,90.002,193.816,9.833,92.202,196.016,10.167,91.102,194.916,10.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1093318,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,85.886,194.916,9.833,,,,,,,0.0,84.786,193.816,9.833,86.986,196.016,10.167,85.886,194.916,10.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1093417,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,95.165,194.916,9.833,,,,,,,0.0,94.065,193.816,9.833,96.265,196.016,10.167,95.165,194.916,10.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1093629,Duct Fittings,Rectangular Tee,Standard,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"11""x12""-11""x12""-9""x12""",,,"12""","11""x12""-11""x12""-9""x12""",,0.90 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3.0,,,,11.0,12.0,Point,73.918,197.715,12.458,,,,,,,120.0,73.459,197.215,12.0,74.459,198.215,12.917,73.959,197.715,12.458,,"Duct Height=12"" | Duct Length 1=6"" | Duct Length 3=7"" | Duct Width 1=11"" | Duct Width 3=9"" | Free Size=11""x12""-11""x12""-9""x12"" | Insulation Thickness=0"" | Length1a=5"" | Length3a=6"" | Lining Thickness=0"" | Overall Size=11""x12""-11""x12""-9""x12"" | Size=11""x12""-11""x12""-9""x12"" | Volume=0.90 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1093833,Ducts,,Mitered Elbows / Tees,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"4""x4""",,"4""","4""","3' - 3 11/16""",4 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2.0,,,,3.5,3.5,Curve,97.198,197.715,12.458,95.545,197.715,12.458,98.851,197.715,12.458,,95.545,197.569,12.313,98.851,197.861,12.604,97.198,197.715,12.458,,"Additional Flow=0 m³/h | Area=4 SF | Flow=0 m³/h | Free Size=3 1/2""x3 1/2"" | Height=4"" | Hydraulic Diameter=4"" | Insulation Thickness=0"" | Length=3' - 3 11/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=12' - 3 3/4"" | Lower End Top of Insulation Elevation=12' - 7 1/4"" | Overall Size=3 1/2""x3 1/2"" | Pressure Drop=0.00 in-wg | Size=4""x4"" | Size Lock=False | Upper End Bottom of Insulation Elevation=12' - 3 3/4"" | Upper End Top of Insulation Elevation=12' - 7 1/4"" | Velocity Pressure=0.00 in-wg | Width=4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1093963,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""","3' - 4 7/32""",3 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2.0,,,,3.0,3.0,Curve,97.227,197.715,24.583,95.552,197.715,24.583,98.903,197.715,24.583,,95.552,197.59,24.458,98.903,197.84,24.708,97.227,197.715,24.583,,"Additional Flow=0 m³/h | Area=3 SF | Flow=0 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=3' - 4 7/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 5 1/2"" | Lower End Top of Insulation Elevation=9' - 8 1/2"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 5 1/2"" | Upper End Top of Insulation Elevation=9' - 8 1/2"" | Velocity Pressure=0.00 in-wg | Width=3""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1093972,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"11""x12""",,"11""","12""","0' - 3 5/8""",1 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2.0,,,,11.0,12.0,Curve,73.918,197.715,25.109,73.918,197.715,24.958,73.918,197.715,25.26,,73.418,197.257,24.958,74.418,198.174,25.26,73.918,197.715,25.109,,"Additional Flow=0 m³/h | Area=1 SF | Flow=0 m³/h | Free Size=11""x12"" | Height=12"" | Hydraulic Diameter=11"" | Insulation Thickness=0"" | Length=0' - 3 5/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=39' - 11 1/2"" | Lower End Top of Insulation Elevation=39' - 11 1/2"" | Overall Size=11""x12"" | Pressure Drop=0.00 in-wg | Size=11""x12"" | Size Lock=False | Upper End Bottom of Insulation Elevation=40' - 3 1/8"" | Upper End Top of Insulation Elevation=40' - 3 1/8"" | Velocity Pressure=0.00 in-wg | Width=11""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1094072,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,77.754,194.625,23.833,,,,,,,0.0,76.654,193.525,23.833,78.854,195.725,24.167,77.754,194.625,24.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1094079,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,81.623,194.625,23.833,,,,,,,0.0,80.523,193.525,23.833,82.723,195.725,24.167,81.623,194.625,24.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1094090,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,86.454,194.625,23.833,,,,,,,0.0,85.354,193.525,23.833,87.554,195.725,24.167,86.454,194.625,24.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1094097,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,99.111,194.625,23.833,,,,,,,0.0,98.011,193.525,23.833,100.211,195.725,24.167,99.111,194.625,24.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1094104,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,91.096,194.625,23.833,,,,,,,0.0,89.996,193.525,23.833,92.196,195.725,24.167,91.096,194.625,24.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1094124,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1.0,,,,3.0,3.0,Point,95.243,194.625,23.833,,,,,,,0.0,94.143,193.525,23.833,96.343,195.725,24.167,95.243,194.625,24.0,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1094978,Duct Fittings,Rectangular Tee,Standard,L 0,,Mechanical Supply Air 4,Supply Air,,,"18""x14""-18""x14""-14""x14""",,,"14""","18""x14""-18""x14""-14""x14""",,2.45 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3.0,17.265,,,18.0,14.0,Point,28.798,183.04,12.583,,,,,,,240.0,27.965,182.456,11.917,29.548,183.623,13.25,28.757,183.04,12.583,,"Duct Height=14"" | Duct Length 1=8"" | Duct Length 3=10"" | Duct Width 1=18"" | Duct Width 3=14"" | Free Size=18""x14""-18""x14""-14""x14"" | Insulation Thickness=0"" | Length1a=7"" | Length3a=9"" | Lining Thickness=0"" | Overall Size=18""x14""-18""x14""-14""x14"" | Size=18""x14""-18""x14""-14""x14"" | Volume=2.45 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
1094979,Ducts,,Mitered Elbows / Tees,L 0,,Mechanical Supply Air 4,Supply Air,,,"15""x16""",,"15""","16""","11' - 3 15/32""",58 SF,,,,,"0""","0""",850 m³/h,850 m³/h,0.00 in-wg,,,,,,,,2.0,16.676,,,15.0,16.0,Curve,28.798,183.04,19.196,28.798,183.04,24.841,28.798,183.04,13.552,,28.173,182.373,13.552,29.423,183.706,24.841,28.798,183.04,19.196,,"Additional Flow=0 m³/h | Area=58 SF | Flow=850 m³/h | Free Size=15""x16"" | Height=16"" | Hydraulic Diameter=15"" | Insulation Thickness=0"" | Length=11' - 3 15/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 6 5/8"" | Lower End Top of Insulation Elevation=13' - 6 5/8"" | Overall Size=15""x16"" | Pressure Drop=0.00 in-wg | Size=15""x16"" | Size Lock=False | Upper End Bottom of Insulation Elevation=24' - 10 3/32"" | Upper End Top of Insulation Elevation=24' - 10 3/32"" | Velocity Pressure=0.01 in-wg | Width=15""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\01_Island_MEP_Concept2_MEP_TakeOff.csv,,,,,,,,,,,,,,,,,,,,
