generation,duration,idle_time,connectedness_penalty,crew_cost,pareto_rank,crowding_distance,overall_pareto_rank,zones,crews
11,98.03599999999997,164.07599999999994,0,25.0,1,inf,1,"{""1440394"": 1, ""1440395"": 1, ""1440398"": 1, ""1440372"": 3, ""1440396"": 4, ""1440397"": 4, ""1773269"": 5, ""1440400"": 6, ""1440399"": 6, ""1440376"": 7, ""1440401"": 8, ""1440402"": 8, ""1440384"": 9, ""1440385"": 9, ""1440388"": 9, ""1440403"": 10, ""1440404"": 10, ""1440406"": 10, ""1440382"": 11, ""1440383"": 11, ""1773267"": 12, ""1440380"": 12, ""1440381"": 12, ""1440405"": 2, ""1773270"": 2, ""1440369"": 13, ""1440371"": 13, ""1440368"": 14, ""1773278"": 14, ""1773440"": 15, ""1773274"": 16, ""1440389"": 17}","{""Interior Walls"": 5.0, ""MEP"": 5.0, ""Ceiling"": 5.0, ""Doors"": 5.0, ""Interior Finishes"": 5.0}"
11,494.92,859.12,0,5.0,1,inf,2,"{""1440372"": 1, ""1440384"": 2, ""1440385"": 2, ""1440388"": 2, ""1440394"": 3, ""1440395"": 3, ""1440398"": 3, ""1440376"": 4, ""1440396"": 5, ""1440397"": 5, ""1773269"": 6, ""1440382"": 7, ""1440383"": 7, ""1440400"": 8, ""1440399"": 8, ""1773267"": 9, ""1440380"": 9, ""1440381"": 9, ""1440401"": 10, ""1440402"": 10, ""1773440"": 11, ""1440389"": 12, ""1440369"": 13, ""1440371"": 13, ""1440368"": 14, ""1773278"": 14, ""1440403"": 15, ""1440404"": 15, ""1440406"": 15, ""1440405"": 16, ""1773270"": 16, ""1773274"": 17}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
11,497.3,199.0,0,5.0,1,inf,3,"{""1440376"": 1, ""1440389"": 2, ""1773274"": 3, ""1440369"": 4, ""1440371"": 4, ""1440382"": 5, ""1440383"": 5, ""1440372"": 6, ""1773269"": 7, ""1440368"": 8, ""1773278"": 8, ""1773267"": 9, ""1440380"": 9, ""1440381"": 9, ""1440384"": 10, ""1440385"": 10, ""1440388"": 10, ""1440396"": 14, ""1440397"": 14, ""1440401"": 12, ""1440402"": 12, ""1440400"": 13, ""1440399"": 13, ""1440405"": 11, ""1773270"": 11, ""1773440"": 15, ""1440403"": 16, ""1440404"": 16, ""1440406"": 16, ""1440394"": 17, ""1440395"": 17, ""1440398"": 17}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
11,570.9,0.0,1,10.0,1,inf,4,"{""1440384"": 1, ""1440389"": 1, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440403"": 1, ""1773267"": 1, ""1440405"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1440369"": 1, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1773440"": 1, ""1440385"": 1, ""1440388"": 1, ""1440394"": 1, ""1440399"": 1, ""1440400"": 1, ""1440401"": 1, ""1440402"": 1, ""1440404"": 1, ""1440406"": 1, ""1773278"": 1, ""1440368"": 1, ""1440371"": 1, ""1440381"": 1, ""1440382"": 1, ""1440383"": 1}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
11,522.4333333333334,0.0,1,11.0,1,inf,5,"{""1440384"": 1, ""1440385"": 1, ""1773440"": 1, ""1440388"": 1, ""1440389"": 1, ""1440394"": 1, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440399"": 1, ""1440400"": 1, ""1440401"": 1, ""1440402"": 1, ""1440403"": 1, ""1440404"": 1, ""1440405"": 1, ""1440406"": 1, ""1773267"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1773278"": 1, ""1440368"": 1, ""1440369"": 1, ""1440371"": 1, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440381"": 1, ""1440382"": 1, ""1440383"": 1}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 3.0}"
11,474.89,516.74,6,8.0,1,inf,6,"{""1440385"": 6, ""1440388"": 6, ""1773267"": 1, ""1440372"": 6, ""1440376"": 1, ""1440380"": 6, ""1773278"": 1, ""1440369"": 2, ""1440371"": 2, ""1773440"": 3, ""1440394"": 3, ""1440395"": 3, ""1440396"": 3, ""1440397"": 3, ""1440398"": 3, ""1440399"": 3, ""1440400"": 3, ""1440401"": 3, ""1440402"": 3, ""1440403"": 3, ""1440404"": 3, ""1440405"": 3, ""1440406"": 3, ""1773270"": 3, ""1773274"": 4, ""1440384"": 5, ""1440389"": 5, ""1440368"": 5, ""1773269"": 5, ""1440381"": 5, ""1440382"": 5, ""1440383"": 5}","{""Interior Walls"": 1, ""MEP"": 2.0, ""Ceiling"": 1, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
11,354.2250000000001,17.75,0,13.0,1,inf,7,"{""1440376"": 1, ""1440389"": 2, ""1773274"": 3, ""1440369"": 4, ""1440371"": 5, ""1440382"": 6, ""1440383"": 7, ""1440372"": 8, ""1773269"": 9, ""1440368"": 10, ""1773278"": 11, ""1773267"": 12, ""1440380"": 13, ""1440381"": 14, ""1440388"": 15, ""1440384"": 16, ""1440385"": 16, ""1440397"": 17, ""1440402"": 18, ""1440396"": 19, ""1440400"": 20, ""1440401"": 20, ""1440399"": 21, ""1440405"": 22, ""1773270"": 23, ""1773440"": 24, ""1440403"": 25, ""1440404"": 25, ""1440406"": 26, ""1440395"": 27, ""1440398"": 28, ""1440394"": 29}","{""Interior Walls"": 5.0, ""MEP"": 4.0, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 1.0}"
11,502.4,83.0,4,8.0,1,0.7986055569542627,8,"{""1440384"": 1, ""1440389"": 1, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 4, ""1440403"": 1, ""1773267"": 1, ""1440405"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1440369"": 1, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440401"": 2, ""1440402"": 2, ""1773440"": 3, ""1440385"": 4, ""1440388"": 4, ""1440394"": 4, ""1773278"": 4, ""1440399"": 4, ""1440400"": 4, ""1440368"": 4, ""1440371"": 4, ""1440404"": 4, ""1440406"": 1, ""1440381"": 4, ""1440382"": 4, ""1440383"": 4}","{""Interior Walls"": 2.0, ""MEP"": 1, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 2.0}"
11,212.3666666666667,30.66666666666668,1,13.0,1,0.6622609593427979,9,"{""1440376"": 1, ""1440389"": 2, ""1773274"": 3, ""1440369"": 4, ""1440371"": 4, ""1440382"": 5, ""1440383"": 6, ""1440372"": 7, ""1773269"": 8, ""1440368"": 9, ""1773278"": 9, ""1773267"": 10, ""1440380"": 10, ""1440381"": 10, ""1440384"": 11, ""1440385"": 11, ""1440388"": 11, ""1440397"": 12, ""1440402"": 13, ""1440396"": 14, ""1440400"": 15, ""1440401"": 15, ""1440399"": 16, ""1440405"": 17, ""1773270"": 17, ""1773440"": 18, ""1440403"": 19, ""1440404"": 19, ""1440406"": 20, ""1440395"": 21, ""1440394"": 22, ""1440398"": 22}","{""Interior Walls"": 5.0, ""MEP"": 3.0, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 2.0}"
11,473.67,818.37,0,6.0,1,0.52896017854675,10,"{""1440372"": 1, ""1440384"": 2, ""1440385"": 2, ""1440388"": 2, ""1440394"": 3, ""1440395"": 3, ""1440398"": 3, ""1440376"": 4, ""1440396"": 5, ""1440397"": 5, ""1773269"": 6, ""1440382"": 7, ""1440383"": 7, ""1440400"": 8, ""1440399"": 8, ""1773267"": 9, ""1440380"": 9, ""1440381"": 9, ""1440401"": 10, ""1440402"": 10, ""1773440"": 11, ""1440389"": 12, ""1440369"": 13, ""1440371"": 13, ""1440368"": 14, ""1773278"": 14, ""1440403"": 15, ""1440404"": 15, ""1440406"": 15, ""1440405"": 16, ""1773270"": 16, ""1773274"": 17}","{""Interior Walls"": 1, ""MEP"": 2, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
11,361.91999999999996,625.02,0,7.0,1,0.48642614638651194,11,"{""1440389"": 1, ""1440372"": 2, ""1440384"": 3, ""1440385"": 3, ""1440388"": 3, ""1440394"": 4, ""1440395"": 4, ""1440398"": 4, ""1440376"": 5, ""1440396"": 6, ""1440397"": 6, ""1773269"": 7, ""1440382"": 8, ""1440383"": 8, ""1440400"": 9, ""1440399"": 9, ""1773267"": 10, ""1440380"": 10, ""1440381"": 10, ""1440401"": 11, ""1440402"": 11, ""1773440"": 12, ""1440369"": 13, ""1440371"": 13, ""1440368"": 14, ""1773278"": 14, ""1440403"": 15, ""1440404"": 15, ""1440406"": 15, ""1440405"": 16, ""1773270"": 16, ""1773274"": 17}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 2, ""Doors"": 1, ""Interior Finishes"": 2.0}"
11,315.40000000000003,96.0,5,10.0,1,0.450190711823065,12,"{""1440384"": 3, ""1440385"": 1, ""1440388"": 1, ""1440389"": 3, ""1773267"": 1, ""1773269"": 3, ""1773274"": 3, ""1773278"": 1, ""1440368"": 3, ""1440369"": 3, ""1440371"": 1, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440381"": 3, ""1440382"": 3, ""1440383"": 3, ""1773440"": 2, ""1440394"": 2, ""1440395"": 2, ""1440396"": 2, ""1440397"": 2, ""1440398"": 2, ""1440399"": 2, ""1440400"": 2, ""1440401"": 2, ""1440402"": 2, ""1440403"": 2, ""1440404"": 2, ""1440405"": 2, ""1440406"": 2, ""1773270"": 2}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
11,258.63,258.73,0,9.0,1,0.4287304823017335,13,"{""1440389"": 1, ""1773274"": 2, ""1440405"": 3, ""1773270"": 3, ""1773267"": 4, ""1440376"": 5, ""1773269"": 6, ""1440396"": 7, ""1440397"": 7, ""1440372"": 8, ""1440394"": 9, ""1440395"": 9, ""1440398"": 9, ""1440369"": 10, ""1773278"": 10, ""1440384"": 11, ""1440383"": 11, ""1440380"": 12, ""1440381"": 12, ""1440382"": 12, ""1440403"": 13, ""1440404"": 13, ""1440406"": 13, ""1440400"": 14, ""1440399"": 14, ""1440385"": 15, ""1440388"": 15, ""1773440"": 16, ""1440371"": 17, ""1440368"": 18, ""1440401"": 19, ""1440402"": 19}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 1.0, ""Interior Finishes"": 2.0}"
11,400.9,24.0,5,10.0,1,0.39469822230193596,14,"{""1440384"": 1, ""1440385"": 2, ""1773440"": 2, ""1440388"": 2, ""1440389"": 1, ""1440394"": 2, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440399"": 2, ""1440400"": 2, ""1440401"": 2, ""1440402"": 2, ""1440403"": 1, ""1440404"": 2, ""1440405"": 1, ""1440406"": 2, ""1773267"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1773278"": 2, ""1440368"": 2, ""1440369"": 1, ""1440371"": 2, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440381"": 2, ""1440382"": 2, ""1440383"": 2}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
11,254.13500000000002,370.10999999999996,0,11.0,1,0.30126476052316004,15,"{""1440389"": 1, ""1773274"": 2, ""1440402"": 3, ""1773440"": 4, ""1440371"": 5, ""1440405"": 6, ""1773270"": 7, ""1440382"": 8, ""1440380"": 9, ""1440381"": 10, ""1773267"": 11, ""1440369"": 12, ""1440368"": 13, ""1440406"": 14, ""1440403"": 15, ""1440404"": 15, ""1440383"": 16, ""1440384"": 17, ""1440385"": 17, ""1440388"": 18, ""1773278"": 19, ""1440376"": 20, ""1440400"": 21, ""1440401"": 21, ""1440399"": 22, ""1773269"": 23, ""1440397"": 24, ""1440396"": 25, ""1440372"": 26, ""1440398"": 27, ""1440394"": 28, ""1440395"": 29}","{""Interior Walls"": 2.0, ""MEP"": 4.0, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 2.0}"
11,130.65200000000002,86.59200000000001,0,16.0,1,0.2793353811094018,16,"{""1440389"": 1, ""1440369"": 2, ""1773278"": 2, ""1773440"": 3, ""1440371"": 4, ""1440405"": 5, ""1773270"": 5, ""1440380"": 6, ""1440381"": 6, ""1440382"": 6, ""1773274"": 7, ""1773267"": 8, ""1440368"": 9, ""1440403"": 10, ""1440404"": 10, ""1440406"": 10, ""1440384"": 11, ""1440383"": 12, ""1440385"": 13, ""1440388"": 13, ""1440401"": 14, ""1440402"": 14, ""1440376"": 8, ""1440400"": 15, ""1440399"": 15, ""1773269"": 16, ""1440396"": 17, ""1440397"": 17, ""1440372"": 18, ""1440394"": 19, ""1440395"": 19, ""1440398"": 19}","{""Interior Walls"": 5.0, ""MEP"": 3.0, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 5.0}"
11,105.152,53.025333333333364,0,23.0,1,0.25637723832107023,17,"{""1440376"": 1, ""1440389"": 2, ""1773274"": 3, ""1440369"": 4, ""1440371"": 4, ""1440382"": 5, ""1440383"": 5, ""1440372"": 6, ""1773269"": 7, ""1440368"": 8, ""1773278"": 8, ""1773267"": 9, ""1440380"": 9, ""1440381"": 9, ""1440384"": 10, ""1440385"": 10, ""1440388"": 10, ""1440401"": 11, ""1440402"": 11, ""1440400"": 12, ""1440399"": 12, ""1440405"": 13, ""1773270"": 13, ""1773440"": 14, ""1440403"": 15, ""1440404"": 15, ""1440406"": 15, ""1440396"": 11, ""1440397"": 11, ""1440394"": 16, ""1440395"": 16, ""1440398"": 16}","{""Interior Walls"": 5.0, ""MEP"": 5.0, ""Ceiling"": 3.0, ""Doors"": 5.0, ""Interior Finishes"": 5.0}"
11,117.58100000000002,95.54600000000003,0,20.0,1,0.24703343921405577,18,"{""1440389"": 1, ""1773274"": 7, ""1440369"": 2, ""1773278"": 2, ""1773440"": 3, ""1440371"": 4, ""1440405"": 5, ""1773270"": 5, ""1440380"": 6, ""1440381"": 6, ""1440382"": 6, ""1773267"": 8, ""1440368"": 9, ""1440403"": 10, ""1440404"": 10, ""1440406"": 10, ""1440384"": 11, ""1440383"": 12, ""1440385"": 13, ""1440388"": 13, ""1440401"": 14, ""1440402"": 14, ""1440376"": 15, ""1440400"": 16, ""1440399"": 16, ""1773269"": 17, ""1440396"": 18, ""1440397"": 18, ""1440372"": 19, ""1440394"": 20, ""1440395"": 20, ""1440398"": 20}","{""Interior Walls"": 5.0, ""MEP"": 4.0, ""Ceiling"": 5.0, ""Doors"": 1, ""Interior Finishes"": 5.0}"
11,123.92266666666666,89.69599999999997,0,19.0,1,0.23806448991214665,19,"{""1440389"": 1, ""1440369"": 2, ""1773278"": 2, ""1773440"": 3, ""1440371"": 4, ""1440405"": 5, ""1773270"": 5, ""1440380"": 6, ""1440381"": 6, ""1440382"": 6, ""1773274"": 7, ""1773267"": 8, ""1440368"": 9, ""1440403"": 10, ""1440404"": 10, ""1440406"": 10, ""1440384"": 11, ""1440383"": 12, ""1440385"": 13, ""1440388"": 13, ""1440401"": 14, ""1440402"": 14, ""1440376"": 15, ""1440400"": 16, ""1440399"": 16, ""1773269"": 17, ""1440396"": 18, ""1440397"": 18, ""1440372"": 19, ""1440394"": 20, ""1440395"": 20, ""1440398"": 20}","{""Interior Walls"": 5.0, ""MEP"": 3.0, ""Ceiling"": 5.0, ""Doors"": 1, ""Interior Finishes"": 5.0}"
11,180.91000000000003,61.86,0,14.0,1,0.22783185928623453,20,"{""1440389"": 1, ""1773274"": 2, ""1440402"": 3, ""1773440"": 4, ""1440371"": 5, ""1440405"": 6, ""1773270"": 7, ""1440382"": 8, ""1440380"": 9, ""1440381"": 10, ""1773267"": 11, ""1440369"": 12, ""1440368"": 13, ""1440406"": 14, ""1440403"": 15, ""1440404"": 15, ""1440383"": 16, ""1440384"": 17, ""1440385"": 17, ""1440388"": 18, ""1773278"": 19, ""1440376"": 20, ""1440400"": 21, ""1440401"": 21, ""1440399"": 22, ""1773269"": 23, ""1440397"": 24, ""1440396"": 25, ""1440372"": 26, ""1440398"": 27, ""1440394"": 28, ""1440395"": 29}","{""Interior Walls"": 5.0, ""MEP"": 4.0, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 2.0}"
12,98.03599999999997,164.07599999999994,0,25.0,1,inf,1,"{""1440394"": 1, ""1440395"": 1, ""1440398"": 1, ""1440372"": 3, ""1440396"": 4, ""1440397"": 4, ""1773269"": 5, ""1440400"": 6, ""1440399"": 6, ""1440376"": 7, ""1440401"": 8, ""1440402"": 8, ""1440384"": 9, ""1440385"": 9, ""1440388"": 9, ""1440403"": 10, ""1440404"": 10, ""1440406"": 10, ""1440382"": 11, ""1440383"": 11, ""1773267"": 12, ""1440380"": 12, ""1440381"": 12, ""1440405"": 2, ""1773270"": 2, ""1440369"": 13, ""1440371"": 13, ""1440368"": 14, ""1773278"": 14, ""1773440"": 15, ""1773274"": 16, ""1440389"": 17}","{""Interior Walls"": 5.0, ""MEP"": 5.0, ""Ceiling"": 5.0, ""Doors"": 5.0, ""Interior Finishes"": 5.0}"
12,494.92,859.12,0,5.0,1,inf,2,"{""1440372"": 1, ""1440384"": 2, ""1440385"": 2, ""1440388"": 2, ""1440394"": 3, ""1440395"": 3, ""1440398"": 3, ""1440376"": 4, ""1440396"": 5, ""1440397"": 5, ""1773269"": 6, ""1440382"": 7, ""1440383"": 7, ""1440400"": 8, ""1440399"": 8, ""1773267"": 9, ""1440380"": 9, ""1440381"": 9, ""1440401"": 10, ""1440402"": 10, ""1773440"": 11, ""1440389"": 12, ""1440369"": 13, ""1440371"": 13, ""1440368"": 14, ""1773278"": 14, ""1440403"": 15, ""1440404"": 15, ""1440406"": 15, ""1440405"": 16, ""1773270"": 16, ""1773274"": 17}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
12,497.3,199.0,0,5.0,1,inf,3,"{""1440376"": 1, ""1440389"": 2, ""1773274"": 3, ""1440369"": 4, ""1440371"": 4, ""1440382"": 5, ""1440383"": 5, ""1440372"": 6, ""1773269"": 7, ""1440368"": 8, ""1773278"": 8, ""1773267"": 9, ""1440380"": 9, ""1440381"": 9, ""1440384"": 10, ""1440385"": 10, ""1440388"": 10, ""1440396"": 14, ""1440397"": 14, ""1440401"": 12, ""1440402"": 12, ""1440400"": 13, ""1440399"": 13, ""1440405"": 11, ""1773270"": 11, ""1773440"": 15, ""1440403"": 16, ""1440404"": 16, ""1440406"": 16, ""1440394"": 17, ""1440395"": 17, ""1440398"": 17}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
12,570.9,0.0,1,10.0,1,inf,4,"{""1440384"": 1, ""1440389"": 1, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440403"": 1, ""1773267"": 1, ""1440405"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1440369"": 1, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1773440"": 1, ""1440385"": 1, ""1440388"": 1, ""1440394"": 1, ""1440399"": 1, ""1440400"": 1, ""1440401"": 1, ""1440402"": 1, ""1440404"": 1, ""1440406"": 1, ""1773278"": 1, ""1440368"": 1, ""1440371"": 1, ""1440381"": 1, ""1440382"": 1, ""1440383"": 1}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
12,354.2250000000001,17.75,0,13.0,1,inf,5,"{""1440376"": 1, ""1440389"": 2, ""1773274"": 3, ""1440369"": 4, ""1440371"": 5, ""1440382"": 6, ""1440383"": 7, ""1440372"": 8, ""1773269"": 9, ""1440368"": 10, ""1773278"": 11, ""1773267"": 12, ""1440380"": 13, ""1440381"": 14, ""1440388"": 15, ""1440384"": 16, ""1440385"": 16, ""1440397"": 17, ""1440402"": 18, ""1440396"": 19, ""1440400"": 20, ""1440401"": 20, ""1440399"": 21, ""1440405"": 22, ""1773270"": 23, ""1773440"": 24, ""1440403"": 25, ""1440404"": 25, ""1440406"": 26, ""1440395"": 27, ""1440398"": 28, ""1440394"": 29}","{""Interior Walls"": 5.0, ""MEP"": 4.0, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 1.0}"
12,462.87,433.72,5,7.0,1,inf,6,"{""1440376"": 1, ""1773267"": 1, ""1773278"": 1, ""1440369"": 2, ""1440371"": 2, ""1440401"": 3, ""1440402"": 3, ""1773440"": 4, ""1440394"": 4, ""1440395"": 4, ""1440396"": 4, ""1440397"": 4, ""1440398"": 4, ""1440399"": 4, ""1440400"": 4, ""1440403"": 4, ""1440404"": 4, ""1440405"": 4, ""1440406"": 4, ""1773270"": 4, ""1773274"": 7, ""1440389"": 6, ""1440368"": 6, ""1773269"": 6, ""1440381"": 6, ""1440382"": 6, ""1440383"": 6, ""1440384"": 5, ""1440385"": 5, ""1440388"": 5, ""1440380"": 8, ""1440372"": 8}","{""Interior Walls"": 1, ""MEP"": 2.0, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 2.0}"
12,510.1,0.0,1,12.0,1,inf,7,"{""1440384"": 1, ""1773440"": 1, ""1440385"": 1, ""1440388"": 1, ""1440389"": 1, ""1440394"": 1, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440399"": 1, ""1440400"": 1, ""1440401"": 1, ""1440402"": 1, ""1440403"": 1, ""1440404"": 1, ""1440405"": 1, ""1440406"": 1, ""1773267"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1773278"": 1, ""1440368"": 1, ""1440369"": 1, ""1440371"": 1, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440381"": 1, ""1440382"": 1, ""1440383"": 1}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 3.0, ""Interior Finishes"": 3.0}"
12,502.4,83.0,4,8.0,1,0.9502618182001654,8,"{""1440384"": 1, ""1440389"": 1, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 4, ""1440403"": 1, ""1773267"": 1, ""1440405"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1440369"": 1, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440401"": 2, ""1440402"": 2, ""1773440"": 3, ""1440385"": 4, ""1440388"": 4, ""1440394"": 4, ""1773278"": 4, ""1440399"": 4, ""1440400"": 4, ""1440368"": 4, ""1440371"": 4, ""1440404"": 4, ""1440406"": 1, ""1440381"": 4, ""1440382"": 4, ""1440383"": 4}","{""Interior Walls"": 2.0, ""MEP"": 1, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 2.0}"
12,212.3666666666667,30.66666666666668,1,13.0,1,0.8214010741419242,9,"{""1440376"": 1, ""1440389"": 2, ""1773274"": 3, ""1440369"": 4, ""1440371"": 4, ""1440382"": 5, ""1440383"": 6, ""1440372"": 7, ""1773269"": 8, ""1440368"": 9, ""1773278"": 9, ""1773267"": 10, ""1440380"": 10, ""1440381"": 10, ""1440384"": 11, ""1440385"": 11, ""1440388"": 11, ""1440397"": 12, ""1440402"": 13, ""1440396"": 14, ""1440400"": 15, ""1440401"": 15, ""1440399"": 16, ""1440405"": 17, ""1773270"": 17, ""1773440"": 18, ""1440403"": 19, ""1440404"": 19, ""1440406"": 20, ""1440395"": 21, ""1440394"": 22, ""1440398"": 22}","{""Interior Walls"": 5.0, ""MEP"": 3.0, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 2.0}"
12,324.64,483.73999999999995,0,7.0,1,0.5704032769853264,10,"{""1440376"": 9, ""1440389"": 2, ""1773274"": 3, ""1440372"": 4, ""1773269"": 5, ""1440396"": 6, ""1440397"": 6, ""1440405"": 7, ""1773270"": 7, ""1440403"": 8, ""1440404"": 8, ""1440406"": 8, ""1773267"": 1, ""1440380"": 9, ""1440381"": 9, ""1440401"": 10, ""1440402"": 10, ""1440369"": 11, ""1440371"": 11, ""1440384"": 12, ""1440385"": 12, ""1440388"": 12, ""1773440"": 13, ""1440394"": 14, ""1440395"": 14, ""1440398"": 14, ""1440382"": 15, ""1440383"": 15, ""1440368"": 16, ""1773278"": 16, ""1440400"": 17, ""1440399"": 17}","{""Interior Walls"": 2.0, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 2.0}"
12,473.67,818.37,0,6.0,1,0.5148081764379621,11,"{""1440372"": 1, ""1440384"": 2, ""1440385"": 2, ""1440388"": 2, ""1440394"": 3, ""1440395"": 3, ""1440398"": 3, ""1440376"": 4, ""1440396"": 5, ""1440397"": 5, ""1773269"": 6, ""1440382"": 7, ""1440383"": 7, ""1440400"": 8, ""1440399"": 8, ""1773267"": 9, ""1440380"": 9, ""1440381"": 9, ""1440401"": 10, ""1440402"": 10, ""1773440"": 11, ""1440389"": 12, ""1440369"": 13, ""1440371"": 13, ""1440368"": 14, ""1773278"": 14, ""1440403"": 15, ""1440404"": 15, ""1440406"": 15, ""1440405"": 16, ""1773270"": 16, ""1773274"": 17}","{""Interior Walls"": 1, ""MEP"": 2, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
12,400.9,24.0,5,10.0,1,0.4447942722741154,12,"{""1440384"": 1, ""1440385"": 2, ""1773440"": 2, ""1440388"": 2, ""1440389"": 1, ""1440394"": 2, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440399"": 2, ""1440400"": 2, ""1440401"": 2, ""1440402"": 2, ""1440403"": 1, ""1440404"": 2, ""1440405"": 1, ""1440406"": 2, ""1773267"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1773278"": 2, ""1440368"": 2, ""1440369"": 1, ""1440371"": 2, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440381"": 2, ""1440382"": 2, ""1440383"": 2}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
12,258.63,258.73,0,9.0,1,0.3920650572155988,13,"{""1440389"": 1, ""1773274"": 2, ""1440405"": 3, ""1773270"": 3, ""1773267"": 4, ""1440376"": 5, ""1773269"": 6, ""1440396"": 7, ""1440397"": 7, ""1440372"": 8, ""1440394"": 9, ""1440395"": 9, ""1440398"": 9, ""1440369"": 10, ""1773278"": 10, ""1440384"": 11, ""1440383"": 11, ""1440380"": 12, ""1440381"": 12, ""1440382"": 12, ""1440403"": 13, ""1440404"": 13, ""1440406"": 13, ""1440400"": 14, ""1440399"": 14, ""1440385"": 15, ""1440388"": 15, ""1773440"": 16, ""1440371"": 17, ""1440368"": 18, ""1440401"": 19, ""1440402"": 19}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 1.0, ""Interior Finishes"": 2.0}"
